ISBN-10,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,Published Date,Publisher,No. of Pages,Product URL
9.78076E+12,The Return,Victoria Hislop,ePUB,$12.99,$12.99,10-02-2008,Headline,300,https://www.booktopia.com.au/the-return-victoria-hislop/ebook/9780755352456.html
9.78024E+12,The Penguin Book of the Contemporary British Short Story,Philip Hensher,ePUB,$15.99,$15.99,04-10-2018,Penguin Books Ltd,432,https://www.booktopia.com.au/the-penguin-book-of-the-contemporary-british-short-story-philip-hensher/ebook/9780241307168.html
9.78131E+12,Thornbear,Michael G. Manning,ePUB,$5,$5,09-05-2015,Michael G. Manning,,https://www.booktopia.com.au/thornbear-michael-g-manning/ebook/9781311220516.html
9.78076E+12,Steal Like an Artist,Austin Kleon,ePUB,$19.99,$19.99,28-02-2012,Workman Publishing Company,160,https://www.booktopia.com.au/steal-like-an-artist-austin-kleon/ebook/9780761171256.html
9.78099E+12,Falling For You,Leeanna Morgan,ePUB,$9.25,$9.25,16-10-2018,Rogan Press,,https://www.booktopia.com.au/falling-for-you-leeanna-morgan/ebook/9780994135551.html
9.78014E+12,One Of Us Is Lying,Karen M. McManus,ePUB,$12.99,$12.99,01-06-2017,Penguin Random House Children's UK,240,https://www.booktopia.com.au/one-of-us-is-lying-karen-m-mcmanus/ebook/9780141375649.html
9.78112E+12,Business Model Generation,Yves Pigneur Alexander Osterwalder,ePUB,$45.09,$45.09,01-02-2013,Wiley Professional Development (P&T),288,https://www.booktopia.com.au/business-model-generation-yves-pigneur-alexander-osterwalder/ebook/9781118656402.html
9.78046E+12,Tennessee Night (The 8th Jack Nightingale Novel),Stephen Leather,ePUB,$8.12,$8.12,03-07-2018,Stephen Leather,,https://www.booktopia.com.au/tennessee-night-the-8th-jack-nightingale-novel--stephen-leather/ebook/9780463273975.html
9.78014E+12,The Personal MBA,Josh Kaufman,ePUB,$18.99,$18.99,03-02-2011,Penguin Books Ltd,464,https://www.booktopia.com.au/the-personal-mba-josh-kaufman/ebook/9780141971094.html
9.78014E+12,How to Change Your Mind,Michael Pollan,ePUB,$15.99,$15.99,17-05-2018,Penguin Books Ltd,400,https://www.booktopia.com.au/how-to-change-your-mind-michael-pollan/ebook/9780141985145.html
9.78141E+12,Eragon: Book One,Christopher Paolini,ePUB,$12.99,$12.99,08-03-2009,RHCB,528,https://www.booktopia.com.au/eragon-book-one-christopher-paolini/ebook/9781407047201.html
9.7807E+12,Book Not Found,,,,,,,,
9.78141E+12,You're Not Safe,Mary Burton,ePUB,$15.99,$15.99,14-08-2014,Penguin Books Ltd,432,https://www.booktopia.com.au/you-re-not-safe-mary-burton/ebook/9781405909754.html
9.7814E+12,Book Not Found,,,,,,,,
9.78035E+12,Orange Is the New Black,Piper Kerman,ePUB,$11.99,$11.99,11-07-2013,"Little, Brown Book Group",352,https://www.booktopia.com.au/orange-is-the-new-black-piper-kerman/ebook/9780349139876.html
9.78031E+12,Book Not Found,,,,,,,,
9.78024E+12,The Invisible Bridge,Julie Orringer,ePUB,$15.99,$15.99,29-03-2011,Penguin Books Ltd,624,https://www.booktopia.com.au/the-invisible-bridge-julie-orringer/ebook/9780241957141.html
9.78014E+12,Hothouse Flower,Lucinda Riley,ePUB,$15.99,$15.99,25-11-2010,Penguin Books Ltd,592,https://www.booktopia.com.au/hothouse-flower-lucinda-riley/ebook/9780141961392.html
9.78024E+12,We are the Weather,Jonathan Safran Foer,ePUB,$15.99,$15.99,17-09-2019,Penguin Books Ltd,352,https://www.booktopia.com.au/we-are-the-weather-jonathan-safran-foer/ebook/9780241984925.html
9.78033E+12,Book Not Found,,,,,,,,
9.78047E+12,Innocent Next Door,Shelley Munro,ePUB,$5.99,$5.99,15-10-2018,Munro Press,,https://www.booktopia.com.au/innocent-next-door-shelley-munro/ebook/9780473330347.html
9.78007E+12,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson; Joseph Grenny; Ron McMillan; Al Switzler,ePUB,$26.41,$21.99,13-12-2011,McGraw Hill LLC,288,https://www.booktopia.com.au/crucial-conversations-tools-for-talking-when-stakes-are-high-second-edition-kerry-patterson/ebook/9780071772204.html
9.7811E+12,A Mind For Numbers,Barbara Oakley PhD,ePUB,$5.99,$5.99,31-07-2014,Penguin Publishing Group,272,https://www.booktopia.com.au/a-mind-for-numbers-barbara-oakley-phd/ebook/9781101621615.html
9.78033E+12,Book Not Found,,,,,,,,
9.78099E+12,Seven Steps from Snowdon to Everest,Mark Horrell,ePUB,$7.99,$7.99,24-02-2020,Mountain Footsteps Press,,https://www.booktopia.com.au/seven-steps-from-snowdon-to-everest-mark-horrell/ebook/9780993413018.html
9.78023E+12,Book Not Found,,,,,,,,
9.78014E+12,Freakonomics,Steven D. Levitt; Stephen J. Dubner,ePUB,$15.99,$15.99,05-10-2006,Penguin Books Ltd,336,https://www.booktopia.com.au/freakonomics-steven-d-levitt/ebook/9780141928739.html
9.78031E+12,Book Not Found,,,,,,,,
9.78075E+12,2001,Arthur C. Clarke,ePUB,$11.99,$11.99,03-06-2010,"Little, Brown Book Group",288,https://www.booktopia.com.au/2001-arthur-c-clarke/ebook/9780748120789.html
9.78075E+12,How To Be Right,James O'Brien,ePUB,$18.99,$18.99,01-11-2018,Ebury Publishing,240,https://www.booktopia.com.au/how-to-be-right-james-o-brien/ebook/9780753553114.html
9.78014E+12,Blue Above the Chimneys,Christine Marion Fraser,ePUB,$14.99,$14.99,19-01-2012,Penguin Books Ltd,256,https://www.booktopia.com.au/blue-above-the-chimneys-christine-marion-fraser/ebook/9780141972510.html
9.78076E+12,The Challenging Heights,Max Hennessy,ePUB,$8.79,$7.99,01-10-2015,House of Stratus,284,https://www.booktopia.com.au/the-challenging-heights-max-hennessy/ebook/9780755128037.html
9.78024E+12,The Greek Myths,Robert Graves,ePUB,$18.99,$18.99,28-09-2017,Penguin Books Ltd,784,https://www.booktopia.com.au/the-greek-myths-robert-graves/ebook/9780241983386.html
9.78065E+12,Wicked Wings,Keri Arthur,ePUB,$6.99,$6.99,08-10-2019,KA Publishing PTY LTD,,https://www.booktopia.com.au/wicked-wings-keri-arthur/ebook/9780648324690.html
9.78032E+12,Book Not Found,,,,,,,,
9.78014E+12,My Uncle Oswald,Roald Dahl,ePUB,$15.99,$15.99,28-03-2002,Penguin Books Ltd,208,https://www.booktopia.com.au/my-uncle-oswald-roald-dahl/ebook/9780141941998.html
9.78031E+12,Book Not Found,,,,,,,,
9.78099E+12,Stasi Vice,Max Hertzberg,ePUB,$4.99,$4.99,17-10-2018,OV Press,,https://www.booktopia.com.au/stasi-vice-max-hertzberg/ebook/9780993324789.html
9.78141E+12,Guilt,Jussi Adler-Olsen; Martin Aitken,ePUB,$14.99,$14.99,27-02-2014,Penguin Books Ltd,464,https://www.booktopia.com.au/guilt-jussi-adler-olsen/ebook/9781405909846.html
9.78031E+12,Devil's Guard,George R. Elford,ePUB,$14.66,$11.99,18-12-2008,Random House Publishing Group,,https://www.booktopia.com.au/devil-s-guard-george-r-elford/ebook/9780307483775.html
9.78114E+12,Book Not Found,,,,,,,,
9.78141E+12,Dead Men's Bones,James Oswald,ePUB,$14.99,$14.99,03-07-2014,Penguin Books Ltd,484,https://www.booktopia.com.au/dead-men-s-bones-james-oswald/ebook/9781405917100.html
9.78014E+12,World War One,Norman Stone,ePUB,$14.99,$14.99,27-03-2008,Penguin Books Ltd,240,https://www.booktopia.com.au/world-war-one-norman-stone/ebook/9780141040950.html
9.78137E+12,Book Not Found,,,,,,,,
9.78014E+12,Allen Carr's Easyweigh to Lose Weight,Allen Carr,ePUB,$14.99,$14.99,01-01-2000,Penguin Books Ltd,224,https://www.booktopia.com.au/allen-carr-s-easyweigh-to-lose-weight-allen-carr/ebook/9780141927411.html
9.78141E+12,Moab Is My Washpot,Stephen Fry,ePUB,$15.99,$15.99,22-02-2011,Random House,448,https://www.booktopia.com.au/moab-is-my-washpot-stephen-fry/ebook/9781409007012.html
9.78141E+12,Poseidon's Arrow,Clive Cussler; Dirk Cussler,ePUB,$15.99,$15.99,20-11-2012,Penguin Books Ltd,528,https://www.booktopia.com.au/poseidon-s-arrow-clive-cussler/ebook/9781405909877.html
9.78014E+12,Moon Tiger,Penelope Lively; Anthony Thwaite,ePUB,$15.99,$15.99,27-04-2006,Penguin Books Ltd,224,https://www.booktopia.com.au/moon-tiger-penelope-lively/ebook/9780141902715.html
9.78075E+12,Book Not Found,,,,,,,,
9.7803E+12,Marie Antoinette,Lady Antonia Fraser,ePUB,$17.99,$17.99,24-06-2010,Orion,640,https://www.booktopia.com.au/marie-antoinette-lady-antonia-fraser/ebook/9780297857945.html
9.78014E+12,On the Road,Jack Kerouac; Ann Charters,ePUB,$15.99,$15.99,21-07-2011,Penguin Books Ltd,320,https://www.booktopia.com.au/on-the-road-jack-kerouac/ebook/9780141912561.html
9.78141E+12,Shadow Tyrants,Clive Cussler; Boyd Morrison,ePUB,$14.99,$14.99,20-09-2018,Penguin Books Ltd,480,https://www.booktopia.com.au/shadow-tyrants-clive-cussler/ebook/9781405937115.html
9.78141E+12,The Evidence Against You,Gillian McAllister,ePUB,$15.99,$15.99,18-04-2019,Penguin Books Ltd,400,https://www.booktopia.com.au/the-evidence-against-you-gillian-mcallister/ebook/9781405934664.html
9.78076E+12,The Book of Questions,Gregory Stock,ePUB,$19.99,$19.99,10-09-2013,Workman Publishing Company,250,https://www.booktopia.com.au/the-book-of-questions-gregory-stock/ebook/9780761178682.html
9.78141E+12,Ladder of Years,Anne Tyler,ePUB,$15.99,$15.99,23-02-2010,Random House,336,https://www.booktopia.com.au/ladder-of-years-anne-tyler/ebook/9781407016054.html
9.78023E+12,Book Not Found,,,,,,,,
9.78057E+12,The Somerset Tsunami,Emma Carroll,ePUB,$10.99,$9.99,01-10-2019,Faber & Faber,304,https://www.booktopia.com.au/the-somerset-tsunami-emma-carroll/ebook/9780571332823.html
9.78141E+12,Cover Your Eyes,Mary Burton,ePUB,$15.99,$15.99,06-11-2014,Penguin Books Ltd,307,https://www.booktopia.com.au/cover-your-eyes-mary-burton/ebook/9781405918909.html
9.78014E+12,The Girl on the Cliff,Lucinda Riley,ePUB,$15.99,$15.99,27-10-2011,Penguin Books Ltd,576,https://www.booktopia.com.au/the-girl-on-the-cliff-lucinda-riley/ebook/9780141970615.html
9.78076E+12,Book Not Found,,,,,,,,
9.78031E+12,Book Not Found,,,,,,,,
9.78014E+12,Book Not Found,,,,,,,,
9.78055E+12,Animal Farm And 1984,George Orwell,ePUB,$15.99,$15.99,01-06-2003,HarperCollins,,https://www.booktopia.com.au/animal-farm-and-1984-george-orwell/ebook/9780547504186.html
9.78075E+12,Leviathan Wakes,James S. A. Corey,ePUB,$4.99,$4.99,02-06-2011,"Little, Brown Book Group",448,https://www.booktopia.com.au/leviathan-wakes-james-s-a-corey/ebook/9780748122967.html
9.78076E+12,Did You Miss Me?,Karen Rose,ePUB,$11.99,$11.99,08-11-2012,Headline,469,https://www.booktopia.com.au/did-you-miss-me--karen-rose/ebook/9780755374014.html
9.78049E+12,Journey to the Center of the Earth,Jules Verne,ePUB,$1.45,$1.45,02-02-2012,Dover Publications,160,https://www.booktopia.com.au/journey-to-the-center-of-the-earth-jules-verne/ebook/9780486111612.html
9.78086E+12,The King's Curse,Philippa Gregory,ePUB,$13.99,$13.99,14-08-2014,Simon & Schuster UK,608,https://www.booktopia.com.au/the-king-s-curse-philippa-gregory/ebook/9780857207609.html
9.78024E+12,Happiness by Design,Paul Dolan,ePUB,$15.99,$15.99,28-08-2014,Penguin Books Ltd,208,https://www.booktopia.com.au/happiness-by-design-paul-dolan/ebook/9780241003114.html
9.78058E+12,Best Served Cold,Joe Abercrombie,ePUB,$12.99,$12.99,01-06-2009,Orion,560,https://www.booktopia.com.au/best-served-cold-joe-abercrombie/ebook/9780575088160.html
9.78033E+12,Book Not Found,,,,,,,,
9.78014E+12,The Shock Doctrine,Naomi Klein,ePUB,$18.99,$18.99,02-10-2014,Penguin Books Ltd,576,https://www.booktopia.com.au/the-shock-doctrine-naomi-klein/ebook/9780141980867.html
9.78014E+12,Crossed,Ally Condie,ePUB,$12.99,$12.99,24-11-2011,Penguin Random House Children's UK,384,https://www.booktopia.com.au/crossed-ally-condie/ebook/9780141969985.html
9.7811E+12,The 4 x 4 Diet,Erin Oprea; Carrie Underwood,ePUB,$18.85,$15.99,02-02-2016,Harmony/Rodale,,https://www.booktopia.com.au/the-4-x-4-diet-erin-oprea/ebook/9781101903094.html
9.7803E+12,Stalin,Simon Sebag Montefiore,ePUB,$13.99,$13.99,03-06-2010,Orion,820,https://www.booktopia.com.au/stalin-simon-sebag-montefiore/ebook/9780297863854.html
9.78001E+12,Tribe,Sebastian Junger,Paperback,$19.99,$18.25,02-06-2017,HarperCollins Publishers,192,https://www.booktopia.com.au/tribe-sebastian-junger/book/9780008168186.html
9.78024E+12,The Skincare Bible,Dr Anjali Mahto,ePUB,$18.99,$18.99,05-04-2018,Penguin Books Ltd,256,https://www.booktopia.com.au/the-skincare-bible-dr-anjali-mahto/ebook/9780241309117.html
9.78035E+12,The Book of Basketball,Bill Simmons; Malcolm Gladwell,ePUB,$22.29,$17.99,27-10-2009,Random House Publishing Group,,https://www.booktopia.com.au/the-book-of-basketball-bill-simmons/ebook/9780345513113.html
9.78033E+12,Book Not Found,,,,,,,,
9.78131E+12,Book Not Found,,,,,,,,
9.78024E+12,David and Goliath,Malcolm Gladwell,ePUB,$15.99,$15.99,03-10-2013,Penguin Books Ltd,304,https://www.booktopia.com.au/david-and-goliath-malcolm-gladwell/ebook/9780241959602.html
9.78033E+12,Book Not Found,,,,,,,,
9.78075E+12,Consider Phlebas,Iain M. Banks,ePUB,$12.99,$12.99,04-09-2008,"Little, Brown Book Group",480,https://www.booktopia.com.au/consider-phlebas-iain-m-banks/ebook/9780748109999.html
9.78141E+12,Sea of Greed,Clive Cussler; Graham Brown,ePUB,$15.99,$15.99,06-11-2018,Penguin Books Ltd,480,https://www.booktopia.com.au/sea-of-greed-clive-cussler/ebook/9781405937146.html
9.78075E+12,Kill For Me,Tom Wood,ePUB,$11.99,$11.99,26-07-2018,"Little, Brown Book Group",480,https://www.booktopia.com.au/kill-for-me-tom-wood/ebook/9780751565713.html
9.78075E+12,New Moon,Stephenie Meyer,ePUB,$11.99,$11.99,26-02-2009,"Little, Brown Book Group",608,https://www.booktopia.com.au/new-moon-stephenie-meyer/ebook/9780748112524.html
9.78076E+12,The Vanishing Act of Esme Lennox,Maggie O'Farrell,ePUB,$11.99,$11.99,12-11-2009,Headline,145,https://www.booktopia.com.au/the-vanishing-act-of-esme-lennox-maggie-o-farrell/ebook/9780755372263.html
9.78184E+12,The Night Watch,Sarah Waters,Paperback,$24.99,$21.75,01-06-2006,Little Brown,506,https://www.booktopia.com.au/the-night-watch-sarah-waters/book/9781844082414.html
9.78068E+12,The Stranger,Albert Camus,Paperback,$24.99,$21.75,15-12-2014,RANDOM HOUSE US,144,https://www.booktopia.com.au/the-stranger-albert-camus/book/9780679720201.html
9.78141E+12,The Island,Ragnar J?nasson; Victoria Cribb,ePUB,$15.99,$15.99,04-04-2019,Penguin Books Ltd,350,https://www.booktopia.com.au/the-island-ragnar-j-nasson/ebook/9781405930833.html
9.78141E+12,Entwined with You,Sylvia Day,ePUB,$15.99,$15.99,04-06-2013,Penguin Books Ltd,400,https://www.booktopia.com.au/entwined-with-you-sylvia-day/ebook/9781405910286.html
9.78075E+12,Hacking Growth,Morgan Brown; Sean Ellis,ePUB,$19.99,$19.99,27-04-2017,Ebury Publishing,320,https://www.booktopia.com.au/hacking-growth-morgan-brown/ebook/9780753545386.html
9.78014E+12,The Pursuit of Glory,Tim Blanning,ePUB,$19.99,$19.99,28-02-2008,Penguin Books Ltd,736,https://www.booktopia.com.au/the-pursuit-of-glory-tim-blanning/ebook/9780141912752.html
9.78031E+12,Sacred Woman,Queen Afua,ePUB,$23.99,$19.99,20-06-2012,Random House Publishing Group,,https://www.booktopia.com.au/sacred-woman-queen-afua/ebook/9780307559517.html
9.78031E+12,Book Not Found,,,,,,,,
9.78075E+12,Lifeless,Mark Billingham,ePUB,$12.99,$12.99,04-09-2008,"Little, Brown Book Group",480,https://www.booktopia.com.au/lifeless-mark-billingham/ebook/9780748109449.html
9.78033E+12,Book Not Found,,,,,,,,
9.78067E+12,Daring Greatly,Bren? Brown,ePUB,$16.99,$16.99,17-01-2013,Penguin Books Ltd,304,https://www.booktopia.com.au/daring-greatly-bren-brown/ebook/9780670923533.html
9.78014E+12,The Day Before Happiness,Erri De Luca; Jill Foulston,ePUB,$15.99,$15.99,07-07-2016,Penguin Books Ltd,208,https://www.booktopia.com.au/the-day-before-happiness-erri-de-luca/ebook/9780141394145.html
9.78014E+12,Tuesday's Gone,Nicci French,ePUB,$15.99,$15.99,19-07-2012,Penguin Books Ltd,464,https://www.booktopia.com.au/tuesday-s-gone-nicci-french/ebook/9780141964010.html
9.78045E+12,Open and Shut,David Rosenfelt,ePUB,$13.99,$13.99,15-11-2008,Grand Central Publishing,300,https://www.booktopia.com.au/open-and-shut-david-rosenfelt/ebook/9780446551076.html
9.78141E+12,A Spy Among Friends,Ben Macintyre,ePUB,$18.39,$15.99,03-03-2014,Bloomsbury Publishing,368,https://www.booktopia.com.au/a-spy-among-friends-ben-macintyre/ebook/9781408851746.html
9.78076E+12,Book Not Found,,,,,,,,
9.78075E+12,Port Mortuary,Patricia Cornwell,ePUB,$11.99,$11.99,28-10-2010,"Little, Brown Book Group",512,https://www.booktopia.com.au/port-mortuary-patricia-cornwell/ebook/9780748117093.html
9.78072E+12,The Defence of the Realm,Christopher Andrew,ePUB,$19.99,$19.99,26-04-2012,Penguin Books Ltd,1072,https://www.booktopia.com.au/the-defence-of-the-realm-christopher-andrew/ebook/9780718197445.html
9.78024E+12,The Lonely Londoners,Sam Selvon; Nasta Susheila,ePUB,$15.99,$15.99,25-09-2014,Penguin Books Ltd,160,https://www.booktopia.com.au/the-lonely-londoners-sam-selvon/ebook/9780241189467.html
9.78046E+12,Book Not Found,,,,,,,,
9.78076E+12,The State We're In,Adele Parks,ePUB,$12.99,$12.99,04-07-2013,Headline,354,https://www.booktopia.com.au/the-state-we-re-in-adele-parks/ebook/9780755371402.html
9.78075E+12,The Bookseller Of Kabul,?sne Seierstad,ePUB,$11.99,$11.99,04-09-2008,"Little, Brown Book Group",288,https://www.booktopia.com.au/the-bookseller-of-kabul--sne-seierstad/ebook/9780748108527.html
9.78077E+12,Towers of Midnight (US EDITION),Robert Jordan; Brandon Sanderson,Hardcover,$66.9,$66.9,02-11-2010,TOR BOOKS                     ,864,https://www.booktopia.com.au/towers-of-midnight-us-edition--robert-jordan/book/9780765325945.html
9.78057E+12,This Is Not Propaganda,Peter Pomerantsev,ePUB,$16.49,$14.99,30-07-2019,Faber & Faber,300,https://www.booktopia.com.au/this-is-not-propaganda-peter-pomerantsev/ebook/9780571338658.html
9.78141E+12,The Shroud Maker,Kate Ellis,ePUB,$12.99,$12.99,02-01-2014,"Little, Brown Book Group",384,https://www.booktopia.com.au/the-shroud-maker-kate-ellis/ebook/9781405515092.html
9.78075E+12,The Eye of the World,Robert Jordan,ePUB,$16.99,$16.99,27-10-2009,"Little, Brown Book Group",832,https://www.booktopia.com.au/the-eye-of-the-world-robert-jordan/ebook/9780748115341.html
9.78031E+12,Book Not Found,,,,,,,,
9.78141E+12,Jingo,Terry Pratchett,ePUB,$15.99,$15.99,01-12-2009,Transworld,464,https://www.booktopia.com.au/jingo-terry-pratchett/ebook/9781407035086.html
9.7811E+12,Tending Roses,Lisa Wingate,ePUB,$14.66,$11.99,04-02-2003,Penguin Publishing Group,336,https://www.booktopia.com.au/tending-roses-lisa-wingate/ebook/9781101575918.html
9.78024E+12,Against All Enemies,Tom Clancy; Peter Telep,ePUB,$15.99,$15.99,11-08-2011,Penguin Books Ltd,768,https://www.booktopia.com.au/against-all-enemies-tom-clancy/ebook/9780241960196.html
9.78074E+12,The Lions of Lucerne,Brad Thor,ePUB,$9.99,$9.99,25-04-2003,Atria Books,432,https://www.booktopia.com.au/the-lions-of-lucerne-brad-thor/ebook/9780743483292.html
9.78054E+12,Book Not Found,,,,,,,,
9.78001E+12,The Cardinal of the Kremlin,Tom Clancy,Paperback,$28.9,$28.9,01-12-1989,HarperCollins Publishers,624,https://www.booktopia.com.au/the-cardinal-of-the-kremlin-tom-clancy/book/9780006174547.html
9.78032E+12,Book Not Found,,,,,,,,
9.78147E+12,The Child,Fiona Barton,ePUB,$15.99,$15.99,29-06-2017,Transworld,448,https://www.booktopia.com.au/the-child-fiona-barton/ebook/9781473526938.html
9.78075E+12,The Next Always,Nora Roberts,ePUB,$11.99,$11.99,01-11-2011,"Little, Brown Book Group",352,https://www.booktopia.com.au/the-next-always-nora-roberts/ebook/9780748125821.html
9.78137E+12,The Floating Outfit 19,J.T. Edson,ePUB,$2.59,$2.59,31-12-2017,Piccadilly,,https://www.booktopia.com.au/the-floating-outfit-19-j-t-edson/ebook/9781370752324.html
9.78141E+12,Bared to You,Sylvia Day,ePUB,$15.99,$15.99,28-05-2012,Penguin Books Ltd,368,https://www.booktopia.com.au/bared-to-you-sylvia-day/ebook/9781405910248.html
9.78076E+12,Maura's Game,Martina Cole,ePUB,$11.99,$11.99,04-09-2008,Headline,640,https://www.booktopia.com.au/maura-s-game-martina-cole/ebook/9780755350698.html
9.78076E+12,Dangerous Lady,Martina Cole,ePUB,$11.99,$11.99,04-09-2008,Headline,576,https://www.booktopia.com.au/dangerous-lady-martina-cole/ebook/9780755350704.html
9.7813E+12,Book Not Found,,,,,,,,
9.78075E+12,Alchemy,Rory Sutherland,ePUB,$18.99,$18.99,07-05-2019,Ebury Publishing,384,https://www.booktopia.com.au/alchemy-rory-sutherland/ebook/9780753551370.html
9.78024E+12,The Old Ways,Robert Macfarlane,ePUB,$15.99,$15.99,07-06-2012,Penguin Books Ltd,448,https://www.booktopia.com.au/the-old-ways-robert-macfarlane/ebook/9780241145531.html
9.78125E+12,The Mage-Fire War,L. E. Modesitt Jr.,ePUB,$16.2,$12.99,13-08-2019,Tor Publishing Group,,https://www.booktopia.com.au/the-mage-fire-war-l-e-modesitt-jr-/ebook/9781250207814.html
9.78141E+12,The Colour Of Magic,Terry Pratchett,ePUB,$15.99,$15.99,26-12-2008,Transworld,288,https://www.booktopia.com.au/the-colour-of-magic-terry-pratchett/ebook/9781407034379.html
9.78014E+12,Fooled by Randomness,Nassim Nicholas Taleb,ePUB,$15.99,$15.99,03-05-2007,Penguin Books Ltd,368,https://www.booktopia.com.au/fooled-by-randomness-nassim-nicholas-taleb/ebook/9780141930237.html
9.78014E+12,"I, Claudius",Robert Graves; Barry Unsworth,ePUB,$15.99,$15.99,03-08-2006,Penguin Books Ltd,416,https://www.booktopia.com.au/i-claudius-robert-graves/ebook/9780141911748.html
9.78137E+12,Book Not Found,,,,,,,,
9.78141E+12,Beartown,Fredrik Backman,ePUB,$15.99,$15.99,03-05-2018,Penguin Books Ltd,432,https://www.booktopia.com.au/beartown-fredrik-backman/ebook/9781405937733.html
9.78075E+12,The Player Of Games,Iain M. Banks,ePUB,$12.99,$12.99,04-09-2008,"Little, Brown Book Group",320,https://www.booktopia.com.au/the-player-of-games-iain-m-banks/ebook/9780748110063.html
9.78014E+12,Book Not Found,,,,,,,,
9.78014E+12,A Pocketful of Holes and Dreams,Jeff Pearce,ePUB,$14.99,$14.99,20-01-2011,Penguin Books Ltd,288,https://www.booktopia.com.au/a-pocketful-of-holes-and-dreams-jeff-pearce/ebook/9780141965932.html
9.78072E+12,Zero Degrees of Empathy,Simon Baron-Cohen,ePUB,$15.99,$15.99,21-12-2011,Penguin Books Ltd,208,https://www.booktopia.com.au/zero-degrees-of-empathy-simon-baron-cohen/ebook/9780718193348.html
9.78023E+12,Book Not Found,,,,,,,,
9.78098E+12,A Course in Miracles,Helen Schucman; William T. Thetford,ePUB,$8.79,$7.99,15-05-2009,Course in Miracles Society,680,https://www.booktopia.com.au/a-course-in-miracles-helen-schucman/ebook/9780976420088.html
9.78014E+12,The Road to Wigan Pier,George Orwell; Richard Hoggart,ePUB,$15.99,$15.99,26-04-2001,Penguin Books Ltd,240,https://www.booktopia.com.au/the-road-to-wigan-pier-george-orwell/ebook/9780141913889.html
9.78141E+12,The Summons,John Grisham,ePUB,$15.99,$15.99,21-04-2010,Random House,400,https://www.booktopia.com.au/the-summons-john-grisham/ebook/9781407059488.html
9.78141E+12,Queen of Fire,Anthony Ryan,ePUB,$12.99,$12.99,02-07-2015,"Little, Brown Book Group",656,https://www.booktopia.com.au/queen-of-fire-anthony-ryan/ebook/9781405525978.html
9.78024E+12,Talking to Strangers,Malcolm Gladwell,ePUB,$15.99,$15.99,10-09-2019,Penguin Books Ltd,320,https://www.booktopia.com.au/talking-to-strangers-malcolm-gladwell/ebook/9780241351581.html
9.78057E+12,Adele,Le?la Slimani; Sam Taylor,ePUB,$13.19,$11.99,15-01-2019,Faber & Faber,224,https://www.booktopia.com.au/adele-le-la-slimani/ebook/9780571331970.html
9.78031E+12,The Prince,Niccolo Machiavelli; Michael Ennis,ePUB,$3.99,$3.99,17-07-2012,Knopf Doubleday Publishing Group,,https://www.booktopia.com.au/the-prince-niccolo-machiavelli/ebook/9780307962546.html
9.78024E+12,Reality Is Not What It Seems,Carlo Rovelli; Simon Carnell; Erica Segre,ePUB,$15.99,$15.99,06-10-2016,Penguin Books Ltd,256,https://www.booktopia.com.au/reality-is-not-what-it-seems-carlo-rovelli/ebook/9780241257975.html
9.78076E+12,The Faithless,Martina Cole,ePUB,$11.99,$11.99,18-10-2011,Headline,442,https://www.booktopia.com.au/the-faithless-martina-cole/ebook/9780755375561.html
9.78014E+12,The Complete English Poems,John Donne,ePUB,$14.99,$14.99,24-06-2004,Penguin Books Ltd,688,https://www.booktopia.com.au/the-complete-english-poems-john-donne/ebook/9780141916033.html
9.78075E+12,The Fires Of Heaven,Robert Jordan,ePUB,$12.99,$12.99,16-02-2010,"Little, Brown Book Group",928,https://www.booktopia.com.au/the-fires-of-heaven-robert-jordan/ebook/9780748115389.html
9.78014E+12,Fantastic Mr Fox,Roald Dahl; Quentin Blake,ePUB,$9.99,$9.99,06-09-2007,Penguin Random House Children's UK,96,https://www.booktopia.com.au/fantastic-mr-fox-roald-dahl/ebook/9780141929842.html
9.78141E+12,The Ragged Heiress,Dilly Court,ePUB,$15.99,$15.99,16-09-2010,Random House,512,https://www.booktopia.com.au/the-ragged-heiress-dilly-court/ebook/9781407087832.html
9.78054E+12,Reader And Educator Guide To "the Hobbit" And "the Lord Of The Rings",Houghton Mifflin Harcourt,ePUB,$4.99,$4.99,28-08-2012,HarperCollins,,https://www.booktopia.com.au/reader-and-educator-guide-to-the-hobbit-and-the-lord-of-the-rings--houghton-mifflin-harcourt/ebook/9780544052000.html
9.78131E+12,Book Not Found,,,,,,,,
9.78068E+12,Book Not Found,,,,,,,,
9.78141E+12,Enemy of God,Bernard Cornwell,Paperback,$22.99,$20.35,28-11-2016,Penguin UK,496,https://www.booktopia.com.au/enemy-of-god-bernard-cornwell/book/9781405928335.html
9.78047E+12,Book Not Found,,,,,,,,
9.78076E+12,3rd Degree,James Patterson; Andrew Gross,ePUB,$12.99,$12.99,28-04-2011,Headline,283,https://www.booktopia.com.au/3rd-degree-james-patterson/ebook/9780755387076.html
9.78075E+12,Fated,Benedict Jacka,ePUB,$11.99,$11.99,01-03-2012,"Little, Brown Book Group",304,https://www.booktopia.com.au/fated-benedict-jacka/ebook/9780748124916.html
9.78014E+12,Enlightenment Now,Steven Pinker,ePUB,$18.99,$18.99,13-02-2018,Penguin Books Ltd,256,https://www.booktopia.com.au/enlightenment-now-steven-pinker/ebook/9780141979106.html
